ID,Name,SymbolId,StyleFile,Category,GeometryType,GeometryConversionType,Tags
GHGPGPAP--,Combat Air Patrol (CAP) H,GHGPGPAP------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Hostile; Combat Air Patrol; Cap; GHgpgpap------x
GNGPGPAP--,Combat Air Patrol (CAP) N,GNGPGPAP------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Neutral; Combat Air Patrol; Cap; GNgpgpap------x
GUGPGPAP--,Combat Air Patrol (CAP) U,GUGPGPAP------X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Unknown; Combat Air Patrol; Cap; GUgpgpap------x
GFGPGPUYC-,Command Active Sonobuoy System (CASS) F,GFGPGPUYC-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Friendly; Under Sea Warfare; Sonobuoy; Command Active Sonobuoy System; Cass; GFGPGPUYC-----X
GHGPGPUYC-,Command Active Sonobuoy System (CASS) H,GHGPGPUYC-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Under Sea Warfare; Sonobuoy; Command Active Sonobuoy System; Cass; GHGPGPUYC-----X
GNGPGPUYC-,Command Active Sonobuoy System (CASS) N,GNGPGPUYC-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Under Sea Warfare; Sonobuoy; Command Active Sonobuoy System; Cass; GNGPGPUYC-----X
GUGPGPUYC-,Command Active Sonobuoy System (CASS) U,GUGPGPUYC-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Under Sea Warfare; Sonobuoy; Command Active Sonobuoy System; Cass; GUGPGPUYC-----X
GFGPAPC---,Communications Checkpoint (CCP) F,GFGPAPC---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Friendly; Communications Checkpoint ;  CCP; GFGPAPC---****X
GHGPAPC---,Communications Checkpoint (CCP) H,GHGPAPC---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Hostile; Communications Checkpoint ;  CCP; GHGPAPC---****X
GNGPAPC---,Communications Checkpoint (CCP) N,GNGPAPC---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Neutral; Communications Checkpoint ;  CCP; GNGPAPC---****X
GUGPAPC---,Communications Checkpoint (CCP) U,GUGPAPC---****X,C2 Military Operations.style,Aviation,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  Aviation; Unknown; Communications Checkpoint ;  CCP; GUGPAPC---****X
GFGPGPPC--,Contact Point F,GFGPGPPC------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General Action Points; Friendly; Contact Point; GFGPGPPC------X
GHGPGPPC--,Contact Point H,GHGPGPPC------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General Action Points; Hostile; Contact Point; GHGPGPPC------X
GNGPGPPC--,Contact Point N,GNGPGPPC------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General Action Points; Neutral; Contact Point; GNGPGPPC------X
GUGPGPPC--,Contact Point U,GUGPGPPC------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General Action Points; Unknown; Contact Point; GUGPGPPC------X
GFGPGPPO--,Coordination Point F,GFGPGPPO--****X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Action Points; Friendly; Coordination Point; GFGPGPPO--****X
GHGPGPPO--,Coordination Point H,GHGPGPPO--****X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Hostile; Action Points; Coordination Point; GHGPGPPO--****X
GNGPGPPO--,Coordination Point N,GNGPGPPO--****X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Neutral; Action Points; Coordination Point; GNGPGPPO--****X
GUGPGPPO--,Coordination Point U,GUGPGPPO--****X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Unknown; Action Points; Coordination Point; GUGPGPPO--****X
GFGPGPUUD-,Datum F,GFGPGPUUD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Friendly; Under Sea Warfare; Underwater; Datum; GFgpgpuud-----x
GHGPGPUUD-,Datum H,GHGPGPUUD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Hostile; Under Sea Warfare; Underwater; Datum; GHgpgpuud-----x
GNGPGPUUD-,Datum N,GNGPGPUUD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Neutral; Under Sea Warfare; Underwater; Datum; GNgpgpuud-----x
GUGPGPUUD-,Datum U,GUGPGPUUD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command And Control And General Maneuver; General; Unknown; Under Sea Warfare; Underwater; Datum; GUgpgpuud-----x
GFGPGPPD--,Decision Point F,GFGPGPPD------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; Action Points; Decision Point; GFGPGPPD------X
GHGPGPPD--,Decision Point H,GHGPGPPD------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; Action Points; Decision Point; GHGPGPPD------X
GNGPGPPD--,Decision Point N,GNGPGPPD------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; Action Points; Decision Point; GNGPGPPD------X
GUGPGPPD--,Decision Point U,GUGPGPPD------X,C2 Military Operations.style,Action Points,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; Action Points; Decision Point; GUGPGPPD------X
GFMPNDB---,DECON Site Point (equipment and troops) F,GFMPNDB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Equipment And Troops; GFMPNDB-------X
GHMPNDB---,DECON Site Point (equipment and troops) H,GHMPNDB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Equipment And Troops; GHMPNDB-------X
GNMPNDB---,DECON Site Point (equipment and troops) N,GNMPNDB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Equipment And Troops; GNMPNDB-------X
GUMPNDB---,DECON Site Point (equipment and troops) U,GUMPNDB-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Equipment And Troops; GUMPNDB-------X
GFMPNDE---,DECON Site Point (equipment) F,GFMPNDE-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Equipment; GFMPNDE-------X
GHMPNDE---,DECON Site Point (equipment) H,GHMPNDE-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Equipment; GHMPNDE-------X
GNMPNDE---,DECON Site Point (equipment) N,GNMPNDE-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Equipment; GNMPNDE-------X
GUMPNDE---,DECON Site Point (equipment) U,GUMPNDE-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Equipment; GUMPNDE-------X
GFMPNDT---,DECON Site Point (troops) F,GFMPNDT-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Troops; GFMPNDT-------X
GHMPNDT---,DECON Site Point (troops) H,GHMPNDT-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Troops; GHMPNDT-------X
GNMPNDT---,DECON Site Point (troops) N,GNMPNDT-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Troops; GNMPNDT-------X
GUMPNDT---,DECON Site Point (troops) U,GUMPNDT-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Troops; GUMPNDT-------X
GFMPNDP---,DECON Site Point (unspecified) F,GFMPNDP-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Unspecified; GFMPNDP-------X
GHMPNDP---,DECON Site Point (unspecified) H,GHMPNDP-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Unspecified; GHMPNDP-------X
GNMPNDP---,DECON Site Point (unspecified) N,GNMPNDP-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Unspecified; GNMPNDP-------X
GUMPNDP---,DECON Site Point (unspecified) U,GUMPNDP-------X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Unspecified; GUMPNDP-------X
GFMPNDO---,DECON Site/Point (Operational Decontamination) F,GFMPNDO---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Operational Decontamination; GFMPNDO---****X
GHMPNDO---,DECON Site/Point (Operational Decontamination) H,GHMPNDO---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Operational Decontamination; GHMPNDO---****X
GNMPNDO---,DECON Site/Point (Operational Decontamination) N,GNMPNDO---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Operational Decontamination; GNMPNDO---****X
GUMPNDO---,DECON Site/Point (Operational Decontamination) U,GUMPNDO---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Operational Decontamination; GUMPNDO---****X
GFMPNDD---,DECON Site/Point (Thorough Decontamination) F,GFMPNDD---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Friendly; DECON Site Point; Thorough Decontamination; GFMPNDD---****X
GHMPNDD---,DECON Site/Point (Thorough Decontamination) H,GHMPNDD---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Hostile; DECON Site Point; Thorough Decontamination; GHMPNDD---****X
GNMPNDD---,DECON Site/Point (Thorough Decontamination) N,GNMPNDD---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Neutral; DECON Site Point; Thorough Decontamination; GNMPNDD---****X
GUMPNDD---,DECON Site/Point (Thorough Decontamination) U,GUMPNDD---****X,C2 Military Operations.style,NBC,P,GCT_Point,Appendix B; Mobility Survivability; Chemical; Biological; Radiological; Nuclear; Unknown; DECON Site Point; Thorough Decontamination; GUMPNDD---****X
GFTPD-----,Destroy F,GFTPD-----****X,C2 Military Operations.style,Tasks,P,GCT_Point,Appendix B; Tasks;  Destroy; Friendly; GFTPD-----****X
GFSPPD----,Detainee Collection Point F,GFSPPD--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Friendly; Detainee Collection Point; DET; GFSPPD--------X
GHSPPD----,Detainee Collection Point H,GHSPPD--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Hostile; Detainee Collection Point; DET; GHSPPD--------X
GNSPPD----,Detainee Collection Point N,GNSPPD--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Neutral; Detainee Collection Point; DET; GNSPPD--------X
GUSPPD----,Detainee Collection Point U,GUSPPD--------X,C2 Military Operations.style,Combat Service Support,P,GCT_Point,Appendix B; Combat Service Support; Unknown; Detainee Collection Point; DET; GUSPPD--------X
GFGPGPUYS-,Directional Command Active Sonobuoy System (DICASS) F,GFGPGPUYS-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Under Sea Warfare; Friendly; Sonobuoy; Directional Command Active Sonobuoy System; Dicass; GFGPGPUYS-----X
GHGPGPUYS-,Directional Command Active Sonobuoy System (DICASS) H,GHGPGPUYS-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Hostile; Under Sea Warfare; Sonobuoy; Directional Command Active Sonobuoy System; Dicass; GHGPGPUYS-----X
GNGPGPUYS-,Directional Command Active Sonobuoy System (DICASS) N,GNGPGPUYS-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Neutral; Under Sea Warfare; Sonobuoy; Directional Command Active Sonobuoy System; Dicass; GNGPGPUYS-----X
GUGPGPUYS-,Directional Command Active Sonobuoy System (DICASS) U,GUGPGPUYS-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,Appendix B; Command and Control and General Maneuver; General; Unknown; Under Sea Warfare; Sonobuoy; Directional Command Active Sonobuoy System; Dicass; GUGPGPUYS-----X
GFGPGPUYD-,Directional Frequency Analyzing and Recording (DIFAR) F,GFGPGPUYD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,"Appendix B; Command and Control and General Maneuver, General; Under Sea Warfare; Friendly; Sonobuoy; Directional Frequency Analyzing and Recording; Difar; GFGPGPUYD-----X"
GHGPGPUYD-,Directional Frequency Analyzing and Recording (DIFAR) H,GHGPGPUYD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,"Appendix B; Command and Control and General Maneuver, General; Under Sea Warfare; Hostile; Sonobuoy; Directional Frequency Analyzing and Recording; Difar; GHGPGPUYD-----X"
GNGPGPUYD-,Directional Frequency Analyzing and Recording (DIFAR) N,GNGPGPUYD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,"Appendix B; Command and Control and General Maneuver, General; Under Sea Warfare; Neutral; Sonobuoy; Directional Frequency Analyzing and Recording; Difar; GNGPGPUYD-----X"
GUGPGPUYD-,Directional Frequency Analyzing and Recording (DIFAR) U,GUGPGPUYD-----X,C2 Military Operations.style,Sea Subsurface,P,GCT_Point,"Appendix B; Command and Control and General Maneuver, General; Under Sea Warfare; Unknown; Sonobuoy; Directional Frequency Analyzing and Recording; Difar; GUGPGPUYD-----X"
GFOPEV----,Distressed Vessel F,GFOPEV----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Friendly; Emergency; Distressed Vessel; GFOPEV----****X
GHOPEV----,Distressed Vessel H,GHOPEV----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Hostile; Emergency; Distressed Vessel; GHOPEV----****X
GNOPEV----,Distressed Vessel N,GNOPEV----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Neutral; Emergency; Distressed Vessel; GNOPEV----****X
GUOPEV----,Distressed Vessel U,GUOPEV----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Unknown; Emergency; Distressed Vessel; GUOPEV----****X
GFOPED----,Ditched Aircraft F,GFOPED----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other;  Friendly; Emergency; Ditched Aircraft; GFOPED----****X
GHOPED----,Ditched Aircraft H,GHOPED----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Hostile;  Emergency; Ditched Aircraft; GHOPED----****X
GNOPED----,Ditched Aircraft N,GNOPED----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Neutral;  Emergency; Ditched Aircraft; GNOPED----****X
GUOPED----,Ditched Aircraft U,GUOPED----****X,C2 Military Operations.style,Other,P,GCT_Point,Appendix B; Other; Unknown;  Emergency; Ditched Aircraft; GUOPED----****X
GFGPGPRD--,DLRP F,GFGPGPRD------X,C2 Military Operations.style,General,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Friendly; DLRP; GFgpgprd------x
GHGPGPRD--,DLRP H,GHGPGPRD------X,C2 Military Operations.style,General,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Hostile; DLRP; GHgpgprd------x
GNGPGPRD--,DLRP N,GNGPGPRD------X,C2 Military Operations.style,General,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Neutral; DLRP; GNgpgprd------x
GUGPGPRD--,DLRP U,GUGPGPRD------X,C2 Military Operations.style,General,P,GCT_Point,Appendix B; Command And Control And General Maneuver;  General; Unknown; DLRP; GUgpgprd------x
